Source,Target,Type
1418,1417,Undirected
1418,1469,Undirected
1418,1690,Undirected
1418,1904,Undirected
1420,1419,Undirected
1420,1580,Undirected
1420,1782,Undirected
1420,2007,Undirected
1883,1421,Undirected
1883,1776,Undirected
1883,991,Undirected
1883,1180,Undirected
1883,2007,Undirected
1806,1423,Undirected
1806,1076,Undirected
1806,1050,Undirected
1806,1606,Undirected
1425,1997,Undirected
1425,405,Undirected
1425,179,Undirected
1425,870,Undirected
1425,1934,Undirected
1997,1425,Undirected
1997,1742,Undirected
1997,844,Undirected
1997,559,Undirected
1997,2007,Undirected
1427,1915,Undirected
1427,251,Undirected
1427,2061,Undirected
1427,1658,Undirected
1430,1431,Undirected
1430,1849,Undirected
1430,1890,Undirected
1430,1709,Undirected
1430,45,Undirected
1431,1430,Undirected
1431,1962,Undirected
1431,1978,Undirected
1431,2103,Undirected
1849,1430,Undirected
1849,617,Undirected
1849,1786,Undirected
1849,370,Undirected
1709,1430,Undirected
1709,1462,Undirected
1709,873,Undirected
1709,1079,Undirected
1975,1435,Undirected
1975,1780,Undirected
1975,1215,Undirected
1975,1760,Undirected
1975,2022,Undirected
1437,1245,Undirected
1437,1089,Undirected
1437,947,Undirected
1437,1987,Undirected
1438,1388,Undirected
1438,1514,Undirected
1438,442,Undirected
1438,1721,Undirected
1439,860,Undirected
1439,1506,Undirected
1439,1950,Undirected
1439,930,Undirected
1506,1439,Undirected
1506,1496,Undirected
1506,1820,Undirected
1506,1727,Undirected
1950,1439,Undirected
1950,1714,Undirected
1950,1908,Undirected
1950,1029,Undirected
1442,1623,Undirected
1442,1110,Undirected
1442,1553,Undirected
1442,1794,Undirected
1553,1442,Undirected
1553,1347,Undirected
1553,1275,Undirected
1553,1657,Undirected
1445,1966,Undirected
1445,1151,Undirected
1445,1507,Undirected
1445,2032,Undirected
1966,1445,Undirected
1966,1780,Undirected
1966,369,Undirected
1966,730,Undirected
1966,396,Undirected
1448,1447,Undirected
1448,1499,Undirected
1448,1633,Undirected
1448,2078,Undirected
1845,1449,Undirected
1845,1491,Undirected
1845,444,Undirected
1845,1415,Undirected
1845,1063,Undirected
1452,1451,Undirected
1452,1753,Undirected
1452,1994,Undirected
1452,2088,Undirected
2026,1453,Undirected
2026,1505,Undirected
2026,1686,Undirected
2026,1118,Undirected
1459,1460,Undirected
1459,875,Undirected
1459,1991,Undirected
1459,1670,Undirected
1460,1459,Undirected
1460,1792,Undirected
1460,1937,Undirected
1460,2079,Undirected
1991,1459,Undirected
1991,1596,Undirected
1991,1877,Undirected
1991,631,Undirected
1462,1709,Undirected
1462,727,Undirected
1462,1217,Undirected
1462,1531,Undirected
1465,153,Undirected
1465,1347,Undirected
1465,1733,Undirected
1465,1875,Undirected
1467,2049,Undirected
1467,540,Undirected
1467,890,Undirected
1467,35,Undirected
2049,1467,Undirected
2049,832,Undirected
2049,565,Undirected
2049,1956,Undirected
2049,572,Undirected
2049,888,Undirected
1469,1343,Undirected
1469,886,Undirected
1469,1470,Undirected
1469,1,Undirected
1469,1497,Undirected
1469,1418,Undirected
1469,1472,Undirected
1469,1300,Undirected
1470,1469,Undirected
1470,1559,Undirected
1470,1656,Undirected
1470,1699,Undirected
1470,1761,Undirected
1497,1469,Undirected
1497,150,Undirected
1497,886,Undirected
1497,1742,Undirected
1472,1469,Undirected
1472,1606,Undirected
1472,1646,Undirected
1472,1699,Undirected
1472,2005,Undirected
1475,1930,Undirected
1475,1667,Undirected
1475,1247,Undirected
1475,886,Undirected
1475,290,Undirected
1667,1475,Undirected
1667,1562,Undirected
1667,1222,Undirected
1667,497,Undirected
1478,465,Undirected
1478,1698,Undirected
1478,700,Undirected
1478,2095,Undirected
1480,990,Undirected
1480,1481,Undirected
1480,1711,Undirected
1480,1861,Undirected
1480,2081,Undirected
1481,1480,Undirected
1481,1589,Undirected
1481,1649,Undirected
1481,1901,Undirected
1485,1212,Undirected
1485,735,Undirected
1485,2039,Undirected
1485,1831,Undirected
1488,1487,Undirected
1488,1753,Undirected
1488,1885,Undirected
1488,1897,Undirected
1489,1061,Undirected
1489,1381,Undirected
1489,951,Undirected
1489,1860,Undirected
1492,1285,Undirected
1492,1299,Undirected
1492,2021,Undirected
1492,1162,Undirected
2021,1492,Undirected
2021,1550,Undirected
2021,1764,Undirected
2021,1119,Undirected
1494,1173,Undirected
1494,1815,Undirected
1494,1319,Undirected
1494,1945,Undirected
1945,1494,Undirected
1945,257,Undirected
1945,1974,Undirected
1945,1626,Undirected
1496,571,Undirected
1496,1429,Undirected
1496,1669,Undirected
1496,1506,Undirected
2083,1499,Undirected
2083,1959,Undirected
2083,1969,Undirected
2083,497,Undirected
1504,428,Undirected
1504,1931,Undirected
1504,644,Undirected
1504,1511,Undirected
1505,481,Undirected
1505,2026,Undirected
1505,343,Undirected
1505,2108,Undirected
1509,699,Undirected
1509,1226,Undirected
1509,1641,Undirected
1509,1246,Undirected
1509,235,Undirected
1509,2097,Undirected
2097,1509,Undirected
2097,1844,Undirected
2097,900,Undirected
2097,1276,Undirected
1518,752,Undirected
1518,895,Undirected
1518,1750,Undirected
1518,2090,Undirected
1750,1518,Undirected
1750,1213,Undirected
1750,457,Undirected
1750,1907,Undirected
2090,1518,Undirected
2090,1899,Undirected
2090,1012,Undirected
2090,177,Undirected
2090,971,Undirected
1522,1737,Undirected
1522,441,Undirected
1522,1765,Undirected
1522,1772,Undirected
1737,1522,Undirected
1737,1636,Undirected
1737,1118,Undirected
1737,198,Undirected
1524,1296,Undirected
1524,337,Undirected
1524,641,Undirected
1524,1735,Undirected
1735,1524,Undirected
1735,1604,Undirected
1735,854,Undirected
1735,1911,Undirected
1527,27,Undirected
1527,1071,Undirected
1527,2033,Undirected
1527,1588,Undirected
2033,1527,Undirected
2033,1696,Undirected
2033,972,Undirected
2033,2025,Undirected
1687,1529,Undirected
1687,1638,Undirected
1687,1416,Undirected
1687,1001,Undirected
1687,1846,Undirected
1531,671,Undirected
1531,1462,Undirected
1531,86,Undirected
1531,401,Undirected
1532,1678,Undirected
1532,2114,Undirected
1532,749,Undirected
1532,488,Undirected
1678,1532,Undirected
1678,1803,Undirected
1678,1463,Undirected
1678,703,Undirected
2114,1532,Undirected
2114,1569,Undirected
2114,490,Undirected
2114,540,Undirected
2114,1831,Undirected
1536,1112,Undirected
1536,708,Undirected
1536,579,Undirected
1536,547,Undirected
1536,732,Undirected
1801,1539,Undirected
1801,2014,Undirected
1801,595,Undirected
1801,464,Undirected
1801,2039,Undirected
1562,1541,Undirected
1562,164,Undirected
1562,1667,Undirected
1562,1581,Undirected
1545,218,Undirected
1545,895,Undirected
1545,1119,Undirected
1545,410,Undirected
1545,1174,Undirected
1545,1846,Undirected
1546,27,Undirected
1546,896,Undirected
1546,808,Undirected
1546,698,Undirected
1550,543,Undirected
1550,1214,Undirected
1550,2021,Undirected
1550,1673,Undirected
1673,1550,Undirected
1673,344,Undirected
1673,1104,Undirected
1673,1815,Undirected
1554,338,Undirected
1554,1252,Undirected
1554,1749,Undirected
1554,2107,Undirected
1555,1857,Undirected
1555,1102,Undirected
1555,896,Undirected
1555,89,Undirected
1995,1556,Undirected
1995,483,Undirected
1995,711,Undirected
1995,2048,Undirected
1560,1066,Undirected
1560,1576,Undirected
1560,1561,Undirected
1560,281,Undirected
1561,1560,Undirected
1561,1854,Undirected
1561,2084,Undirected
1561,2099,Undirected
1564,1816,Undirected
1564,892,Undirected
1564,1166,Undirected
1564,1552,Undirected
1816,1564,Undirected
1816,2111,Undirected
1816,1864,Undirected
1816,2039,Undirected
1566,1916,Undirected
1566,570,Undirected
1566,1314,Undirected
1566,2100,Undirected
1787,1567,Undirected
1787,126,Undirected
1787,528,Undirected
1787,1888,Undirected
1573,1993,Undirected
1573,126,Undirected
1573,1250,Undirected
1573,1125,Undirected
1573,1138,Undirected
1573,1944,Undirected
1993,1573,Undirected
1993,1954,Undirected
1993,1785,Undirected
1993,1973,Undirected
1944,1573,Undirected
1944,904,Undirected
1944,642,Undirected
1944,213,Undirected
1944,1977,Undirected
1944,490,Undirected
1944,635,Undirected
1578,1988,Undirected
1578,405,Undirected
1578,1317,Undirected
1578,900,Undirected
1581,91,Undirected
1581,600,Undirected
1581,1562,Undirected
1581,496,Undirected
1581,605,Undirected
1582,1413,Undirected
1582,1677,Undirected
1582,669,Undirected
1582,506,Undirected
1677,1582,Undirected
1677,203,Undirected
1677,323,Undirected
1677,1206,Undirected
1584,612,Undirected
1584,779,Undirected
1584,816,Undirected
1584,2011,Undirected
1586,1048,Undirected
1586,574,Undirected
1586,1032,Undirected
1586,233,Undirected
1589,81,Undirected
1589,759,Undirected
1589,1481,Undirected
1589,1858,Undirected
1590,547,Undirected
1590,1170,Undirected
1590,868,Undirected
1590,353,Undirected
1590,1758,Undirected
1591,1820,Undirected
1591,1703,Undirected
1591,925,Undirected
1591,2101,Undirected
1703,1591,Undirected
1703,1030,Undirected
1703,1704,Undirected
1703,2074,Undirected
1594,1773,Undirected
1594,1464,Undirected
1594,315,Undirected
1594,1851,Undirected
1773,1594,Undirected
1773,1604,Undirected
1773,1653,Undirected
1773,244,Undirected
1773,1970,Undirected
1597,13,Undirected
1597,209,Undirected
1597,1613,Undirected
1597,1940,Undirected
1598,598,Undirected
1598,340,Undirected
1598,1596,Undirected
1598,1888,Undirected
1888,1598,Undirected
1888,1738,Undirected
1888,1409,Undirected
1888,885,Undirected
1888,1417,Undirected
1888,1787,Undirected
1727,1600,Undirected
1727,1506,Undirected
1727,318,Undirected
1727,2001,Undirected
1606,1472,Undirected
1606,1142,Undirected
1606,1484,Undirected
1606,1806,Undirected
1607,53,Undirected
1607,575,Undirected
1607,1702,Undirected
1607,1772,Undirected
1932,1609,Undirected
1932,1616,Undirected
1932,55,Undirected
1932,2008,Undirected
1611,797,Undirected
1611,205,Undirected
1611,1721,Undirected
1611,1836,Undirected
1612,731,Undirected
1612,719,Undirected
1612,831,Undirected
1612,1674,Undirected
1614,1609,Undirected
1614,1828,Undirected
1614,1487,Undirected
1614,1976,Undirected
1976,1614,Undirected
1976,1160,Undirected
1976,947,Undirected
1976,993,Undirected
1976,1972,Undirected
2109,1618,Undirected
2109,1679,Undirected
2109,735,Undirected
2109,2078,Undirected
1622,200,Undirected
1622,1106,Undirected
1622,361,Undirected
1622,1207,Undirected
1622,974,Undirected
1625,171,Undirected
1625,56,Undirected
1625,596,Undirected
1625,796,Undirected
1627,45,Undirected
1627,939,Undirected
1627,1632,Undirected
1627,1893,Undirected
1627,1914,Undirected
1628,37,Undirected
1628,1981,Undirected
1628,1711,Undirected
1628,1689,Undirected
1628,91,Undirected
1981,1628,Undirected
1981,1276,Undirected
1981,67,Undirected
1981,1947,Undirected
1711,1628,Undirected
1711,1149,Undirected
1711,287,Undirected
1711,1480,Undirected
1631,762,Undirected
1631,235,Undirected
1631,1937,Undirected
1631,314,Undirected
1635,600,Undirected
1635,829,Undirected
1635,386,Undirected
1635,1659,Undirected
1638,13,Undirected
1638,101,Undirected
1638,691,Undirected
1638,1687,Undirected
1638,2115,Undirected
1639,1903,Undirected
1639,2015,Undirected
1639,1086,Undirected
1639,2050,Undirected
1639,1965,Undirected
1639,2031,Undirected
1903,1639,Undirected
1903,1827,Undirected
1903,1870,Undirected
1903,1620,Undirected
1644,1853,Undirected
1644,420,Undirected
1644,1323,Undirected
1644,543,Undirected
1853,1644,Undirected
1853,1809,Undirected
1853,607,Undirected
1853,2055,Undirected
1853,692,Undirected
1853,1733,Undirected
1648,630,Undirected
1648,65,Undirected
1648,1151,Undirected
1648,1762,Undirected
1651,1914,Undirected
1651,1973,Undirected
1651,1272,Undirected
1651,32,Undirected
1651,285,Undirected
1914,1651,Undirected
1914,1544,Undirected
1914,1675,Undirected
1914,461,Undirected
1914,1627,Undirected
1653,496,Undirected
1653,1773,Undirected
1653,315,Undirected
1653,1166,Undirected
1653,941,Undirected
1653,58,Undirected
1655,1920,Undirected
1655,1769,Undirected
1655,726,Undirected
1655,1002,Undirected
1656,719,Undirected
1656,432,Undirected
1656,1470,Undirected
1656,1694,Undirected
1657,608,Undirected
1657,1553,Undirected
1657,1697,Undirected
1657,794,Undirected
1665,1999,Undirected
1665,699,Undirected
1665,1805,Undirected
1665,1964,Undirected
1805,1665,Undirected
1805,1707,Undirected
1805,2037,Undirected
1805,1979,Undirected
1668,1019,Undirected
1668,422,Undirected
1668,992,Undirected
1668,1310,Undirected
1670,1552,Undirected
1670,1479,Undirected
1670,1459,Undirected
1670,1844,Undirected
1675,1674,Undirected
1675,1825,Undirected
1675,1887,Undirected
1675,1914,Undirected
1747,1674,Undirected
1747,1021,Undirected
1747,178,Undirected
1747,369,Undirected
1679,1331,Undirected
1679,369,Undirected
1679,2109,Undirected
1679,1403,Undirected
1680,1681,Undirected
1680,700,Undirected
1680,1776,Undirected
1680,1933,Undirected
1681,1680,Undirected
1681,1707,Undirected
1681,1790,Undirected
1681,1834,Undirected
1681,1934,Undirected
1682,1174,Undirected
1682,471,Undirected
1682,1337,Undirected
1682,1714,Undirected
1683,524,Undirected
1683,1791,Undirected
1683,1895,Undirected
1683,2008,Undirected
1683,1007,Undirected
2008,1683,Undirected
2008,1741,Undirected
2008,1817,Undirected
2008,1932,Undirected
2008,162,Undirected
1688,1126,Undirected
1688,2015,Undirected
1688,945,Undirected
1688,1340,Undirected
1690,1418,Undirected
1690,1062,Undirected
1690,1252,Undirected
1690,1250,Undirected
1701,1692,Undirected
1701,427,Undirected
1701,1620,Undirected
1701,2022,Undirected
1701,2102,Undirected
2045,1699,Undirected
2045,1121,Undirected
2045,1663,Undirected
2045,830,Undirected
1871,1705,Undirected
1871,1125,Undirected
1871,1237,Undirected
1871,1890,Undirected
1707,1272,Undirected
1707,1681,Undirected
1707,1805,Undirected
1707,227,Undirected
1710,1228,Undirected
1710,1039,Undirected
1710,826,Undirected
1710,1867,Undirected
2017,1716,Undirected
2017,1979,Undirected
2017,1890,Undirected
2017,1113,Undirected
2017,4,Undirected
2017,802,Undirected
1720,893,Undirected
1720,1985,Undirected
1720,2042,Undirected
1720,494,Undirected
1721,1438,Undirected
1721,522,Undirected
1721,1611,Undirected
1721,1719,Undirected
1723,1722,Undirected
1723,1799,Undirected
1723,1922,Undirected
1723,1923,Undirected
1725,1342,Undirected
1725,1716,Undirected
1725,2031,Undirected
1725,488,Undirected
2031,1725,Undirected
2031,991,Undirected
2031,1234,Undirected
2031,1639,Undirected
1729,433,Undirected
1729,632,Undirected
1729,572,Undirected
1729,1984,Undirected
1984,1729,Undirected
1984,1447,Undirected
1984,905,Undirected
1984,2029,Undirected
1984,236,Undirected
1731,464,Undirected
1731,1776,Undirected
1731,689,Undirected
1731,2078,Undirected
1731,1385,Undirected
1731,813,Undirected
1776,1731,Undirected
1776,4,Undirected
1776,1680,Undirected
1776,228,Undirected
1776,1172,Undirected
1776,1883,Undirected
1738,2013,Undirected
1738,2032,Undirected
1738,944,Undirected
1738,1888,Undirected
2013,1738,Undirected
2013,1825,Undirected
2013,718,Undirected
2013,844,Undirected
1740,1063,Undirected
1740,1344,Undirected
1740,232,Undirected
1740,708,Undirected
1742,1997,Undirected
1742,1308,Undirected
1742,1278,Undirected
1742,1497,Undirected
1743,854,Undirected
1743,1105,Undirected
1743,2107,Undirected
1743,738,Undirected
2107,1743,Undirected
2107,1931,Undirected
2107,1554,Undirected
2107,626,Undirected
2107,120,Undirected
1745,2111,Undirected
1745,104,Undirected
1745,953,Undirected
1745,716,Undirected
1745,1796,Undirected
1746,1896,Undirected
1746,422,Undirected
1746,2059,Undirected
1746,1167,Undirected
1749,491,Undirected
1749,1554,Undirected
1749,1886,Undirected
1749,802,Undirected
1907,1750,Undirected
1907,494,Undirected
1907,1664,Undirected
1907,2104,Undirected
1753,1452,Undirected
1753,685,Undirected
1753,1048,Undirected
1753,1488,Undirected
1755,1105,Undirected
1755,1821,Undirected
1755,655,Undirected
1755,888,Undirected
1755,784,Undirected
1755,1847,Undirected
1821,1755,Undirected
1821,1252,Undirected
1821,830,Undirected
1821,2007,Undirected
1869,1758,Undirected
1869,1501,Undirected
1869,12,Undirected
1869,472,Undirected
1761,1470,Undirected
1761,1126,Undirected
1761,1159,Undirected
1761,36,Undirected
1761,2102,Undirected
1764,914,Undirected
1764,268,Undirected
1764,2021,Undirected
1764,1936,Undirected
1764,54,Undirected
1765,1360,Undirected
1765,1522,Undirected
1765,1402,Undirected
1765,1407,Undirected
1771,568,Undirected
1771,1017,Undirected
1771,1275,Undirected
1771,2096,Undirected
1772,1607,Undirected
1772,1522,Undirected
1772,1171,Undirected
1772,55,Undirected
1772,1828,Undirected
1774,1722,Undirected
1774,571,Undirected
1774,1837,Undirected
1774,2104,Undirected
1774,726,Undirected
1837,1774,Undirected
1837,1185,Undirected
1837,1502,Undirected
1837,2010,Undirected
1778,1970,Undirected
1778,325,Undirected
1778,3,Undirected
1778,564,Undirected
1970,1778,Undirected
1970,1773,Undirected
1970,188,Undirected
1970,401,Undirected
1970,213,Undirected
1780,1782,Undirected
1780,1975,Undirected
1780,1966,Undirected
1780,978,Undirected
1781,1521,Undirected
1781,893,Undirected
1781,100,Undirected
1781,16,Undirected
1783,1233,Undirected
1783,926,Undirected
1783,428,Undirected
1783,1893,Undirected
1788,1946,Undirected
1788,1121,Undirected
1788,1078,Undirected
1788,1276,Undirected
1790,1681,Undirected
1790,1830,Undirected
1790,1844,Undirected
1790,1877,Undirected
1794,323,Undirected
1794,1918,Undirected
1794,1442,Undirected
1794,321,Undirected
1794,1185,Undirected
1794,127,Undirected
1794,1836,Undirected
1794,2044,Undirected
1796,1913,Undirected
1796,1745,Undirected
1796,1499,Undirected
1796,118,Undirected
1913,1796,Undirected
1913,1558,Undirected
1913,1025,Undirected
1913,303,Undirected
1913,2077,Undirected
1798,507,Undirected
1798,185,Undirected
1798,577,Undirected
1798,141,Undirected
1799,1723,Undirected
1799,1924,Undirected
1799,2071,Undirected
1799,1815,Undirected
1799,1916,Undirected
1924,1799,Undirected
1924,450,Undirected
1924,895,Undirected
1924,578,Undirected
2014,1801,Undirected
2014,1902,Undirected
2014,1258,Undirected
2014,1910,Undirected
1807,1173,Undirected
1807,242,Undirected
1807,313,Undirected
1807,1900,Undirected
1809,1416,Undirected
1809,1853,Undirected
1809,1891,Undirected
1809,1982,Undirected
1813,1811,Undirected
1813,631,Undirected
1813,1754,Undirected
1813,67,Undirected
1818,1705,Undirected
1818,897,Undirected
1818,2016,Undirected
1818,1076,Undirected
1819,241,Undirected
1819,971,Undirected
1819,1960,Undirected
1819,1863,Undirected
1902,1825,Undirected
1902,1484,Undirected
1902,2014,Undirected
1902,504,Undirected
1902,2095,Undirected
1827,369,Undirected
1827,1903,Undirected
1827,1986,Undirected
1827,1736,Undirected
1829,287,Undirected
1829,529,Undirected
1829,400,Undirected
1829,1889,Undirected
2010,1837,Undirected
2010,1363,Undirected
2010,877,Undirected
2010,301,Undirected
2010,1347,Undirected
1839,1171,Undirected
1839,1103,Undirected
1839,115,Undirected
1839,1408,Undirected
1839,132,Undirected
1840,795,Undirected
1840,1503,Undirected
1840,578,Undirected
1840,2062,Undirected
1840,778,Undirected
1840,864,Undirected
2062,1840,Undirected
2062,351,Undirected
2062,2112,Undirected
2062,2080,Undirected
2062,321,Undirected
1842,1795,Undirected
1842,2098,Undirected
1842,1416,Undirected
1842,160,Undirected
2098,1842,Undirected
2098,1951,Undirected
2098,2064,Undirected
2098,205,Undirected
2098,1908,Undirected
1844,1661,Undirected
1844,1790,Undirected
1844,664,Undirected
1844,1670,Undirected
1844,392,Undirected
1844,2097,Undirected
1846,1294,Undirected
1846,1545,Undirected
1846,1687,Undirected
1846,602,Undirected
1855,318,Undirected
1855,1245,Undirected
1855,2038,Undirected
1855,1165,Undirected
1855,265,Undirected
1858,1866,Undirected
1858,2094,Undirected
1858,672,Undirected
1858,1589,Undirected
2094,1858,Undirected
2094,1183,Undirected
2094,1999,Undirected
2094,1151,Undirected
1860,1080,Undirected
1860,1489,Undirected
1860,837,Undirected
1860,1585,Undirected
1864,730,Undirected
1864,81,Undirected
1864,1393,Undirected
1864,1816,Undirected
1867,746,Undirected
1867,162,Undirected
1867,1710,Undirected
1867,1201,Undirected
1867,1042,Undirected
1868,274,Undirected
1868,804,Undirected
1868,2058,Undirected
1868,56,Undirected
1870,873,Undirected
1870,1903,Undirected
1870,229,Undirected
1870,349,Undirected
2079,1872,Undirected
2079,1466,Undirected
2079,1460,Undirected
2079,1381,Undirected
1908,1875,Undirected
1908,296,Undirected
1908,1950,Undirected
1908,2098,Undirected
1879,2110,Undirected
1879,60,Undirected
1879,481,Undirected
1879,931,Undirected
1879,1210,Undirected
1879,455,Undirected
1879,2080,Undirected
2080,1879,Undirected
2080,2062,Undirected
2080,1299,Undirected
2080,972,Undirected
1881,1414,Undirected
1881,591,Undirected
1881,1222,Undirected
1881,672,Undirected
1884,596,Undirected
1884,1650,Undirected
1884,531,Undirected
1884,228,Undirected
1885,1488,Undirected
1885,1397,Undirected
1885,1921,Undirected
1885,2002,Undirected
1887,1946,Undirected
1887,1567,Undirected
1887,1258,Undirected
1887,426,Undirected
1887,1675,Undirected
1889,432,Undirected
1889,1829,Undirected
1889,1931,Undirected
1889,2019,Undirected
1897,1513,Undirected
1897,1396,Undirected
1897,201,Undirected
1897,1488,Undirected
1905,1605,Undirected
1905,1298,Undirected
1905,1767,Undirected
1905,324,Undirected
1906,133,Undirected
1906,790,Undirected
1906,355,Undirected
1906,1014,Undirected
1906,1401,Undirected
1909,1115,Undirected
1909,628,Undirected
1909,782,Undirected
1909,269,Undirected
1923,101,Undirected
1923,242,Undirected
1923,1723,Undirected
1923,1941,Undirected
1925,1444,Undirected
1925,926,Undirected
1925,1466,Undirected
1925,1086,Undirected
1928,1537,Undirected
1928,935,Undirected
1928,41,Undirected
1928,130,Undirected
1929,1103,Undirected
1929,931,Undirected
1929,1491,Undirected
1929,936,Undirected
1929,248,Undirected
1934,1087,Undirected
1934,1425,Undirected
1934,1681,Undirected
1934,1649,Undirected
1941,1923,Undirected
1941,483,Undirected
1941,1098,Undirected
1941,1108,Undirected
1949,67,Undirected
1949,905,Undirected
1949,1141,Undirected
1949,72,Undirected
1951,1043,Undirected
1951,2098,Undirected
1951,679,Undirected
1951,566,Undirected
1957,1078,Undirected
1957,562,Undirected
1957,519,Undirected
1957,989,Undirected
1961,1904,Undirected
1961,761,Undirected
1961,531,Undirected
1961,1650,Undirected
1963,570,Undirected
1963,936,Undirected
1963,610,Undirected
1963,987,Undirected
1964,1969,Undirected
1964,286,Undirected
1964,1306,Undirected
1964,1665,Undirected
1964,2095,Undirected
1965,1639,Undirected
1965,1187,Undirected
1965,655,Undirected
1965,1541,Undirected
1971,391,Undirected
1971,1466,Undirected
1971,1937,Undirected
1971,649,Undirected
1972,1854,Undirected
1972,198,Undirected
1972,1976,Undirected
1972,1987,Undirected
1978,939,Undirected
1978,1782,Undirected
1978,649,Undirected
1978,1183,Undirected
1978,1431,Undirected
1980,80,Undirected
1980,83,Undirected
1980,1151,Undirected
1980,874,Undirected
1983,533,Undirected
1983,1126,Undirected
1983,843,Undirected
1983,1300,Undirected
1983,1458,Undirected
1987,1323,Undirected
1987,2048,Undirected
1987,1972,Undirected
1987,1437,Undirected
1998,1552,Undirected
1998,981,Undirected
1998,2091,Undirected
1998,1457,Undirected
2001,1727,Undirected
2001,1112,Undirected
2001,478,Undirected
2001,410,Undirected
2006,1149,Undirected
2006,229,Undirected
2006,1154,Undirected
2006,1321,Undirected
2007,1997,Undirected
2007,1420,Undirected
2007,1883,Undirected
2007,1821,Undirected
2012,386,Undirected
2012,181,Undirected
2012,540,Undirected
2012,152,Undirected
2012,644,Undirected
2012,591,Undirected
2019,1736,Undirected
2019,565,Undirected
2019,1889,Undirected
2019,1734,Undirected
2019,890,Undirected
2022,2086,Undirected
2022,978,Undirected
2022,1975,Undirected
2022,1701,Undirected
2023,1122,Undirected
2023,769,Undirected
2023,1201,Undirected
2023,997,Undirected
2043,671,Undirected
2043,1734,Undirected
2043,1133,Undirected
2043,332,Undirected
2044,268,Undirected
2044,1794,Undirected
2044,1836,Undirected
2044,878,Undirected
2044,1912,Undirected
2052,1967,Undirected
2052,547,Undirected
2052,1400,Undirected
2052,1224,Undirected
2054,1166,Undirected
2054,759,Undirected
2054,596,Undirected
2054,1236,Undirected
2112,2062,Undirected
2112,1603,Undirected
2112,444,Undirected
2112,971,Undirected
2069,1434,Undirected
2069,346,Undirected
2069,1016,Undirected
2069,2040,Undirected
2069,1567,Undirected
2069,46,Undirected
2074,544,Undirected
2074,11,Undirected
2074,501,Undirected
2074,1703,Undirected
2075,303,Undirected
2075,238,Undirected
2075,1339,Undirected
2075,275,Undirected
2081,2039,Undirected
2081,689,Undirected
2081,1367,Undirected
2081,1480,Undirected
2081,405,Undirected
2081,888,Undirected
2081,526,Undirected
2082,998,Undirected
2082,274,Undirected
2082,1659,Undirected
2082,1483,Undirected
2082,979,Undirected
2085,1733,Undirected
2085,2113,Undirected
2085,1206,Undirected
2085,351,Undirected
2087,1112,Undirected
2087,993,Undirected
2087,1045,Undirected
2087,845,Undirected
2088,1452,Undirected
2088,1791,Undirected
2088,441,Undirected
2088,1082,Undirected
2095,1964,Undirected
2095,731,Undirected
2095,236,Undirected
2095,1478,Undirected
2095,1621,Undirected
2095,1902,Undirected
2103,181,Undirected
2103,83,Undirected
2103,1431,Undirected
2103,170,Undirected
